"state","ChainID","LOCATION","Mild","Moderate","Frequent","AudienceTotal"
"","1353143788373018334","Verizon Wireless","0","0","1","9"
"","1353143788373018334","Verizon Wireless","0","1","0","78"
"","1353143788373018334","Verizon Wireless","1","0","0","688"
"","1353143788373018346","McDonald's","0","0","1","1"
"","1353143788373018346","McDonald's","0","1","0","9"
"","1353143788373018346","McDonald's","1","0","0","46"
"","1353143788381406972","Mobil Oil Corporation","0","0","1","44"
"","1353143788381406972","Mobil Oil Corporation","0","1","0","140"
"","1353143788381406972","Mobil Oil Corporation","1","0","0","600"
"","1353143788381406992","Target","0","0","1","84"
"","1353143788381406992","Target","0","1","0","285"
"","1353143788381406992","Target","1","0","0","812"
"","1353143788389795620","Burger King","1","0","0","3"
"","1353143788398184258","Western Union","0","0","1","13"
"","1353143788398184258","Western Union","0","1","0","35"
"","1353143788398184258","Western Union","1","0","0","185"
"","1353143788406572882","Office Depot","0","0","1","2"
"","1353143788406572882","Office Depot","1","0","0","3"
"","1353143788406572884","BIGGBY COFFEE","0","1","0","1"
"","1353143788406572884","BIGGBY COFFEE","1","0","0","6"
"","1353143788406572891","Boost Mobile","0","1","0","2"
"","1353143788406572891","Boost Mobile","1","0","0","10"
"","1353143788423350153","Texas Roadhouse","0","1","0","1"
"","1353143788423350153","Texas Roadhouse","1","0","0","12"
"","1353143788431738787","rue21","0","1","0","2"
"","1353143788431738787","rue21","1","0","0","11"
"","1353143788440127426","Batteries Plus","0","1","0","4"
"","1353143788440127426","Batteries Plus","1","0","0","17"
"","1353143788448516051","Anytime Fitness","1","0","0","1"
"","1353143788448516053","Cinnabon","0","1","0","1"
"","1353143788448516053","Cinnabon","1","0","0","8"
"","1353143788456904674","redbox","0","0","1","147"
"","1353143788456904674","redbox","0","1","0","471"
"","1353143788456904674","redbox","1","0","0","1687"
"","1353143788482069552","BP Oil","0","1","0","5"
"","1353143788482069552","BP Oil","1","0","0","51"
"","1353143788482069574","Victoria's Secret","0","1","0","2"
"","1353143788482069574","Victoria's Secret","1","0","0","16"
"","1353143788490458185","Dick's Sporting Goods","1","0","0","1"
"","1353143788490458211","TORRID","1","0","0","1"
"","1353143788498846822","Supercuts","1","0","0","16"
"","1353143788515624092","Denny's","1","0","0","1"
"","1353143788532401369","Chick-fil-A","1","0","0","3"
"","1353143788540789996","Capital One","1","0","0","3"
"","1353143788549178637","Smartstyle Family Hair Salon","0","1","0","8"
"","1353143788549178637","Smartstyle Family Hair Salon","1","0","0","25"
"","1353143788557567261","H&M","0","0","1","32"
"","1353143788557567261","H&M","0","1","0","223"
"","1353143788557567261","H&M","1","0","0","1707"
"","1353143788557567271","T-Mobile","0","0","1","2"
"","1353143788557567271","T-Mobile","0","1","0","16"
"","1353143788557567271","T-Mobile","1","0","0","91"
"","1353143788557567278","Walmart","0","0","1","117"
"","1353143788557567278","Walmart","0","1","0","483"
"","1353143788557567278","Walmart","1","0","0","1790"
"","1353143788565955900","Chase Bank","1","0","0","1"
"","1353143788565955917","PETCO","1","0","0","19"
"","1353143788574344550","Jersey Mike's Subs","0","0","1","3"
"","1353143788574344550","Jersey Mike's Subs","0","1","0","13"
"","1353143788574344550","Jersey Mike's Subs","1","0","0","28"
"","1353143788591121802","Express","1","0","0","1"
"","1353143788591121803","Chipotle Mexican Grill","0","1","0","1"
"","1353143788591121803","Chipotle Mexican Grill","1","0","0","7"
"","1353143788591121805","Walgreens","0","0","1","2"
"","1353143788591121805","Walgreens","0","1","0","3"
"","1353143788591121805","Walgreens","1","0","0","54"
"","1353143788591121823","Shell Station","0","0","1","1"
"","1353143788591121823","Shell Station","0","1","0","4"
"","1353143788591121823","Shell Station","1","0","0","47"
"","1353143788607899077","Sprint","0","1","0","1"
"","1353143788607899086","AAMCO Transmissions","1","0","0","2"
"","1353143788607899088","Auntie Anne's Soft Pretzels","1","0","0","2"
"","1353143788624676349","Starbucks Coffee","0","0","1","1"
"","1353143788624676349","Starbucks Coffee","0","1","0","8"
"","1353143788624676349","Starbucks Coffee","1","0","0","88"
"","1353143788641453615","Journeys Kidz","1","0","0","12"
"","1353143788658230875","Wendy's","1","0","0","2"
"","1353143788675008143","Speedway","0","0","1","135"
"","1353143788675008143","Speedway","0","1","0","365"
"","1353143788675008143","Speedway","1","0","0","1221"
"","1353143788675008147","H-E-B","0","0","1","2"
"","1353143788675008147","H-E-B","0","1","0","15"
"","1353143788675008147","H-E-B","1","0","0","56"
"","1353143788675008154","Exxon Corp","1","0","0","9"
"","1353143788675008162","Subway","0","0","1","17"
"","1353143788675008162","Subway","0","1","0","60"
"","1353143788675008162","Subway","1","0","0","308"
"","1353143788683396778","Kroger","0","1","0","3"
"","1353143788683396778","Kroger","1","0","0","32"
"","1353143788700174047","76","0","1","0","6"
"","1353143788700174047","76","1","0","0","1"
"","1353143788716951312","Wells Fargo Bank","0","0","1","3"
"","1353143788716951312","Wells Fargo Bank","0","1","0","4"
"","1353143788716951312","Wells Fargo Bank","1","0","0","26"
"","1353143788725339970","Buffalo Wild Wings","0","0","1","1"
"","1353143788725339970","Buffalo Wild Wings","0","1","0","3"
"","1353143788725339970","Buffalo Wild Wings","1","0","0","19"
"","1353143788742117218","Panda Express","0","1","0","3"
"","1353143788742117218","Panda Express","1","0","0","10"
"","1353143788750505861","Kay Jewelers","1","0","0","3"
"","1353143788767283136","Dollar Tree Stores","1","0","0","1"
"","1353143788767283137","Advance Auto Parts","0","1","0","1"
"","1353143788767283137","Advance Auto Parts","1","0","0","29"
"","1353143788775671757","Hair Cuttery","1","0","0","6"
"","1353143788809225274","The Cheesecake Factory","0","1","0","1"
"","1353143788809225274","The Cheesecake Factory","1","0","0","3"
"","1353143788842779827","CVS Pharmacy","0","0","1","4"
"","1353143788842779827","CVS Pharmacy","0","1","0","13"
"","1353143788842779827","CVS Pharmacy","1","0","0","52"
"","1353143788851168448","Circle K","0","0","1","23"
"","1353143788851168448","Circle K","0","1","0","36"
"","1353143788851168448","Circle K","1","0","0","124"
"","1353143788851168458","Planet Fitness","0","1","0","1"
"","1353143788851168458","Planet Fitness","1","0","0","16"
"","1353143788851168464","Valero","1","0","0","25"
"","1353143788851168467","Sherwin-Williams","0","0","1","1"
"","1353143788851168467","Sherwin-Williams","0","1","0","1"
"","1353143788851168467","Sherwin-Williams","1","0","0","7"
"","1353143788876334357","GameStop","0","1","0","2"
"","1353143788876334357","GameStop","1","0","0","68"
"","1353143788901500256","Best Buy","1","0","0","1"
"","1353143788909888885","DSW","1","0","0","4"
"","1353143788909888887","Zales Jewelers","0","1","0","1"
"","1353143788909888887","Zales Jewelers","1","0","0","17"
"","1353143788909888893","Jimmy John's","0","0","1","1"
"","1353143788909888893","Jimmy John's","0","1","0","1"
"","1353143788909888893","Jimmy John's","1","0","0","6"
"","1444348477050980068","Forever 21","1","0","0","4"
"","1450308175180858687","Corner Store","1","0","0","7"
"","1450314603958371612","Peet's Coffee & Tea","0","0","1","2"
"","1450314603958371612","Peet's Coffee & Tea","0","1","0","5"
"","1450314603958371612","Peet's Coffee & Tea","1","0","0","28"
"","1492183090901026298","Giant Food","0","0","1","1"
"","1492183090901026298","Giant Food","1","0","0","4"
"","1492208581003446161","Pandora","0","0","1","1"
"","1492208581003446161","Pandora","0","1","0","4"
"","1492208581003446161","Pandora","1","0","0","15"
"","1500917997005440320","Magnolia Home Theater","1","0","0","2"
"","1500941163580884105","TGF Hair Salon","0","0","1","1"
"","1500941163580884105","TGF Hair Salon","0","1","0","1"
"","1500941163580884105","TGF Hair Salon","1","0","0","13"
"","1552486118912427966","America's Best Contacts & Eyeglasses","0","1","0","2"
"","1552486118912427966","America's Best Contacts & Eyeglasses","1","0","0","8"
"AK","1353143788356241072","Lowe's Home Improvement","0","0","1","152"
"AK","1353143788356241072","Lowe's Home Improvement","0","1","0","475"
"AK","1353143788356241072","Lowe's Home Improvement","1","0","0","1666"
"AK","1353143788356241078","Motel 6","0","0","1","10"
"AK","1353143788356241078","Motel 6","0","1","0","45"
"AK","1353143788356241078","Motel 6","1","0","0","171"
"AK","1353143788364629710","KFC","0","0","1","23"
"AK","1353143788364629710","KFC","0","1","0","99"
"AK","1353143788364629710","KFC","1","0","0","736"
"AK","1353143788373018331","Courtyard By Marriott","0","0","1","23"
"AK","1353143788373018331","Courtyard By Marriott","0","1","0","46"
"AK","1353143788373018331","Courtyard By Marriott","1","0","0","164"
"AK","1353143788373018334","Verizon Wireless","0","0","1","117"
"AK","1353143788373018334","Verizon Wireless","0","1","0","350"
"AK","1353143788373018334","Verizon Wireless","1","0","0","1477"
"AK","1353143788373018336","Food 4 Less","0","1","0","4"
"AK","1353143788373018336","Food 4 Less","1","0","0","12"
"AK","1353143788373018346","McDonald's","0","0","1","354"
"AK","1353143788373018346","McDonald's","0","1","0","1150"
"AK","1353143788373018346","McDonald's","1","0","0","4267"
"AK","1353143788373018347","Taco Bell","0","0","1","93"
"AK","1353143788373018347","Taco Bell","0","1","0","358"
"AK","1353143788373018347","Taco Bell","1","0","0","1826"
"AK","1353143788373018356","Chili's Grill & Bar","0","0","1","6"
"AK","1353143788373018356","Chili's Grill & Bar","0","1","0","26"
"AK","1353143788373018356","Chili's Grill & Bar","1","0","0","191"
"AK","1353143788381406967","Sam's Club","0","0","1","14"
"AK","1353143788381406967","Sam's Club","0","1","0","82"
"AK","1353143788381406967","Sam's Club","1","0","0","361"
"AK","1353143788381406972","Mobil Oil Corporation","0","1","0","6"
"AK","1353143788381406972","Mobil Oil Corporation","1","0","0","39"
"AK","1353143788381406974","Gap","0","0","1","14"
"AK","1353143788381406974","Gap","0","1","0","41"
"AK","1353143788381406974","Gap","1","0","0","328"
"AK","1353143788381406985","Ben Bridge Jeweler","0","1","0","1"
"AK","1353143788381406985","Ben Bridge Jeweler","1","0","0","80"
"AK","1353143788381406989","Flooring America","0","0","1","5"
"AK","1353143788381406989","Flooring America","0","1","0","10"
"AK","1353143788381406989","Flooring America","1","0","0","67"
"AK","1353143788381406992","Target","0","0","1","23"
"AK","1353143788381406992","Target","0","1","0","140"
"AK","1353143788381406992","Target","1","0","0","699"
"AK","1353143788381406993","Ameriprise Financial","0","0","1","4"
"AK","1353143788381406993","Ameriprise Financial","0","1","0","4"
"AK","1353143788381406993","Ameriprise Financial","1","0","0","55"
"AK","1353143788389795611","Michaels","0","0","1","28"
"AK","1353143788389795611","Michaels","0","1","0","83"
"AK","1353143788389795611","Michaels","1","0","0","271"
"AK","1353143788389795612","Applebee's","0","1","0","9"
"AK","1353143788389795612","Applebee's","1","0","0","119"
"AK","1353143788389795617","YMCA","1","0","0","13"
"AK","1353143788389795620","Burger King","0","0","1","21"
"AK","1353143788389795620","Burger King","0","1","0","97"
"AK","1353143788389795620","Burger King","1","0","0","584"
"AK","1353143788406572877","Hilton Hotels & Resorts","0","0","1","47"
"AK","1353143788406572877","Hilton Hotels & Resorts","0","1","0","100"
"AK","1353143788406572877","Hilton Hotels & Resorts","1","0","0","345"
"AK","1353143788406572883","Midas Auto Service & Tires","0","0","1","8"
"AK","1353143788406572883","Midas Auto Service & Tires","0","1","0","24"
"AK","1353143788406572883","Midas Auto Service & Tires","1","0","0","356"
"AK","1353143788414961519","Kohl's Department Store","0","1","0","1"
"AK","1353143788414961519","Kohl's Department Store","1","0","0","38"
"AK","1353143788414961524","Residence Inn by Marriott","0","0","1","20"
"AK","1353143788414961524","Residence Inn by Marriott","0","1","0","8"
"AK","1353143788414961524","Residence Inn by Marriott","1","0","0","56"
"AK","1353143788431738785","Fred Meyer","0","0","1","755"
"AK","1353143788431738785","Fred Meyer","0","1","0","1517"
"AK","1353143788431738785","Fred Meyer","1","0","0","3831"
"AK","1353143788440127413","Rent-A-Center","0","0","1","11"
"AK","1353143788440127413","Rent-A-Center","0","1","0","40"
"AK","1353143788440127413","Rent-A-Center","1","0","0","278"
"AK","1353143788440127417","O'Reilly Auto Parts","0","0","1","32"
"AK","1353143788440127417","O'Reilly Auto Parts","0","1","0","53"
"AK","1353143788440127417","O'Reilly Auto Parts","1","0","0","163"
"AK","1353143788440127426","Batteries Plus","0","0","1","6"
"AK","1353143788440127426","Batteries Plus","0","1","0","25"
"AK","1353143788440127426","Batteries Plus","1","0","0","150"
"AK","1353143788448516045","AT&T","0","0","1","5"
"AK","1353143788448516045","AT&T","0","1","0","13"
"AK","1353143788448516045","AT&T","1","0","0","153"
"AK","1353143788448516051","Anytime Fitness","0","0","1","3"
"AK","1353143788448516051","Anytime Fitness","0","1","0","5"
"AK","1353143788448516051","Anytime Fitness","1","0","0","38"
"AK","1353143788456904689","Scottrade","0","0","1","1"
"AK","1353143788456904689","Scottrade","0","1","0","1"
"AK","1353143788456904689","Scottrade","1","0","0","24"
"AK","1353143788456904695","Sport Clips","0","0","1","8"
"AK","1353143788456904695","Sport Clips","0","1","0","29"
"AK","1353143788456904695","Sport Clips","1","0","0","277"
"AK","1353143788456904697","First American","0","0","1","38"
"AK","1353143788456904697","First American","0","1","0","71"
"AK","1353143788456904697","First American","1","0","0","455"
"AK","1353143788465292298","Zumiez","0","0","1","144"
"AK","1353143788465292298","Zumiez","0","1","0","430"
"AK","1353143788465292298","Zumiez","1","0","0","1666"
"AK","1353143788465292302","Buckle","0","0","1","24"
"AK","1353143788465292302","Buckle","0","1","0","64"
"AK","1353143788465292302","Buckle","1","0","0","451"
"AK","1353143788473680932","Comfort Inn","0","0","1","21"
"AK","1353143788473680932","Comfort Inn","0","1","0","81"
"AK","1353143788473680932","Comfort Inn","1","0","0","258"
"AK","1353143788473680938","Boy Scouts of America","0","0","1","2"
"AK","1353143788473680938","Boy Scouts of America","0","1","0","4"
"AK","1353143788473680938","Boy Scouts of America","1","0","0","55"
"AK","1353143788482069552","BP Oil","0","0","1","1"
"AK","1353143788482069552","BP Oil","1","0","0","9"
"AK","1353143788482069556","Charles Schwab","0","0","1","9"
"AK","1353143788482069556","Charles Schwab","0","1","0","23"
"AK","1353143788482069556","Charles Schwab","1","0","0","250"
"AK","1353143788482069570","Sheraton","0","0","1","42"
"AK","1353143788482069570","Sheraton","0","1","0","158"
"AK","1353143788482069570","Sheraton","1","0","0","477"
"AK","1353143788482069572","The Home Depot","0","0","1","230"
"AK","1353143788482069572","The Home Depot","0","1","0","577"
"AK","1353143788482069572","The Home Depot","1","0","0","2099"
"AK","1353143788482069574","Victoria's Secret","0","0","1","105"
"AK","1353143788482069574","Victoria's Secret","0","1","0","324"
"AK","1353143788482069574","Victoria's Secret","1","0","0","1298"
"AK","1353143788490458192","Baskin-Robbins","0","0","1","25"
"AK","1353143788490458192","Baskin-Robbins","0","1","0","118"
"AK","1353143788490458192","Baskin-Robbins","1","0","0","739"
"AK","1353143788490458198","Edward Jones Investments","0","0","1","114"
"AK","1353143788490458198","Edward Jones Investments","0","1","0","388"
"AK","1353143788490458198","Edward Jones Investments","1","0","0","1855"
"AK","1353143788490458200","Sunglass Hut","0","0","1","105"
"AK","1353143788490458200","Sunglass Hut","0","1","0","324"
"AK","1353143788490458200","Sunglass Hut","1","0","0","1300"
"AK","1353143788490458211","TORRID","0","0","1","30"
"AK","1353143788490458211","TORRID","0","1","0","85"
"AK","1353143788490458211","TORRID","1","0","0","365"
"AK","1353143788507235460","IHOP","0","0","1","4"
"AK","1353143788507235460","IHOP","0","1","0","16"
"AK","1353143788507235460","IHOP","1","0","0","204"
"AK","1353143788507235466","Extended Stay America","0","0","1","15"
"AK","1353143788507235466","Extended Stay America","0","1","0","50"
"AK","1353143788507235466","Extended Stay America","1","0","0","238"
"AK","1353143788515624092","Denny's","0","1","0","3"
"AK","1353143788515624092","Denny's","1","0","0","81"
"AK","1353143788515624105","Best Western","0","0","1","5"
"AK","1353143788515624105","Best Western","0","1","0","24"
"AK","1353143788515624105","Best Western","1","0","0","84"
"AK","1353143788515624115","Radio Shack","0","0","1","115"
"AK","1353143788515624115","Radio Shack","0","1","0","364"
"AK","1353143788515624115","Radio Shack","1","0","0","1654"
"AK","1353143788524012724","Dish Network","0","0","1","2"
"AK","1353143788524012724","Dish Network","0","1","0","10"
"AK","1353143788524012724","Dish Network","1","0","0","98"
"AK","1353143788532401384","Old Navy","0","0","1","1"
"AK","1353143788532401384","Old Navy","1","0","0","17"
"AK","1353143788549178633","Central Market","0","1","0","12"
"AK","1353143788549178633","Central Market","1","0","0","57"
"AK","1353143788549178643","Fantastic Sams","0","0","1","7"
"AK","1353143788549178643","Fantastic Sams","0","1","0","18"
"AK","1353143788549178643","Fantastic Sams","1","0","0","146"
"AK","1353143788549178652","Cricket Wireless","0","0","1","3"
"AK","1353143788549178652","Cricket Wireless","0","1","0","11"
"AK","1353143788549178652","Cricket Wireless","1","0","0","169"
"AK","1353143788557567278","Walmart","0","0","1","640"
"AK","1353143788557567278","Walmart","0","1","0","1519"
"AK","1353143788557567278","Walmart","1","0","0","3830"
"AK","1353143788557567284","Aflac","0","0","1","3"
"AK","1353143788557567284","Aflac","0","1","0","12"
"AK","1353143788557567284","Aflac","1","0","0","165"
"AK","1353143788565955907","First National Bank","0","1","0","7"
"AK","1353143788565955907","First National Bank","1","0","0","75"
"AK","1353143788565955917","PETCO","0","0","1","20"
"AK","1353143788565955917","PETCO","0","1","0","102"
"AK","1353143788565955917","PETCO","1","0","0","580"
"AK","1353143788574344540","Jehovah's Witnesses","0","0","1","6"
"AK","1353143788574344540","Jehovah's Witnesses","0","1","0","14"
"AK","1353143788574344540","Jehovah's Witnesses","1","0","0","37"
"AK","1353143788582733174","Bank of America","0","0","1","2"
"AK","1353143788582733174","Bank of America","0","1","0","5"
"AK","1353143788582733174","Bank of America","1","0","0","22"
"AK","1353143788591121801","Red Robin","0","0","1","1"
"AK","1353143788591121801","Red Robin","0","1","0","23"
"AK","1353143788591121801","Red Robin","1","0","0","317"
"AK","1353143788591121804","JCPenney","0","0","1","2"
"AK","1353143788591121804","JCPenney","0","1","0","8"
"AK","1353143788591121804","JCPenney","1","0","0","56"
"AK","1353143788591121805","Walgreens","0","0","1","356"
"AK","1353143788591121805","Walgreens","0","1","0","846"
"AK","1353143788591121805","Walgreens","1","0","0","2385"
"AK","1353143788591121813","Apple Store","0","0","1","105"
"AK","1353143788591121813","Apple Store","0","1","0","325"
"AK","1353143788591121813","Apple Store","1","0","0","1311"
"AK","1353143788591121823","Shell Station","0","0","1","20"
"AK","1353143788591121823","Shell Station","0","1","0","96"
"AK","1353143788591121823","Shell Station","1","0","0","623"
"AK","1353143788599510439","YWCA","0","0","1","12"
"AK","1353143788599510439","YWCA","0","1","0","20"
"AK","1353143788599510439","YWCA","1","0","0","133"
"AK","1353143788607899088","Auntie Anne's Soft Pretzels","0","0","1","112"
"AK","1353143788607899088","Auntie Anne's Soft Pretzels","0","1","0","340"
"AK","1353143788607899088","Auntie Anne's Soft Pretzels","1","0","0","1426"
"AK","1353143788616287701","IGA","0","0","1","10"
"AK","1353143788616287701","IGA","0","1","0","15"
"AK","1353143788616287701","IGA","1","0","0","132"
"AK","1353143788616287702","Pizza Hut","0","0","1","30"
"AK","1353143788616287702","Pizza Hut","0","1","0","109"
"AK","1353143788616287702","Pizza Hut","1","0","0","748"
"AK","1353143788616287712","Payless Shoe Source","0","0","1","153"
"AK","1353143788616287712","Payless Shoe Source","0","1","0","497"
"AK","1353143788616287712","Payless Shoe Source","1","0","0","1935"
"AK","1353143788616287718","Great Clips","0","0","1","33"
"AK","1353143788616287718","Great Clips","0","1","0","118"
"AK","1353143788616287718","Great Clips","1","0","0","846"
"AK","1353143788616287720","Quality Inn","0","0","1","39"
"AK","1353143788616287720","Quality Inn","0","1","0","59"
"AK","1353143788616287720","Quality Inn","1","0","0","425"
"AK","1353143788624676338","Crazy 8","0","0","1","105"
"AK","1353143788624676338","Crazy 8","0","1","0","324"
"AK","1353143788624676338","Crazy 8","1","0","0","1301"
"AK","1353143788624676349","Starbucks Coffee","0","0","1","1043"
"AK","1353143788624676349","Starbucks Coffee","0","1","0","2307"
"AK","1353143788624676349","Starbucks Coffee","1","0","0","6253"
"AK","1353143788624676354","Cartridge World USA","0","0","1","3"
"AK","1353143788624676354","Cartridge World USA","0","1","0","2"
"AK","1353143788624676354","Cartridge World USA","1","0","0","48"
"AK","1353143788633064964","World Gym Fitness Center","0","0","1","6"
"AK","1353143788633064964","World Gym Fitness Center","0","1","0","12"
"AK","1353143788633064964","World Gym Fitness Center","1","0","0","65"
"AK","1353143788633064978","Olive Garden Italian Restaurant","0","0","1","2"
"AK","1353143788633064978","Olive Garden Italian Restaurant","0","1","0","6"
"AK","1353143788633064978","Olive Garden Italian Restaurant","1","0","0","107"
"AK","1353143788641453598","Quiznos","0","0","1","27"
"AK","1353143788641453598","Quiznos","0","1","0","112"
"AK","1353143788641453598","Quiznos","1","0","0","734"
"AK","1353143788641453601","Regis Salons","0","0","1","137"
"AK","1353143788641453601","Regis Salons","0","1","0","429"
"AK","1353143788641453601","Regis Salons","1","0","0","1715"
"AK","1353143788641453615","Journeys Kidz","0","0","1","105"
"AK","1353143788641453615","Journeys Kidz","0","1","0","323"
"AK","1353143788641453615","Journeys Kidz","1","0","0","1307"
"AK","1353143788641453622","La-Z-Boy Furniture Gallery","0","0","1","30"
"AK","1353143788641453622","La-Z-Boy Furniture Gallery","0","1","0","61"
"AK","1353143788641453622","La-Z-Boy Furniture Gallery","1","0","0","318"
"AK","1353143788649842236","NAPA Auto Parts","0","0","1","1"
"AK","1353143788649842236","NAPA Auto Parts","0","1","0","11"
"AK","1353143788649842236","NAPA Auto Parts","1","0","0","111"
"AK","1353143788649842243","LPL Financial","0","0","1","5"
"AK","1353143788649842243","LPL Financial","0","1","0","14"
"AK","1353143788649842243","LPL Financial","1","0","0","168"
"AK","1353143788658230875","Wendy's","0","0","1","21"
"AK","1353143788658230875","Wendy's","0","1","0","98"
"AK","1353143788658230875","Wendy's","1","0","0","755"
"AK","1353143788666619523","FedEx Office","0","0","1","5"
"AK","1353143788666619523","FedEx Office","0","1","0","27"
"AK","1353143788666619523","FedEx Office","1","0","0","218"
"AK","1353143788666619525","Banana Republic","0","0","1","105"
"AK","1353143788666619525","Banana Republic","0","1","0","323"
"AK","1353143788666619525","Banana Republic","1","0","0","1310"
"AK","1353143788675008150","Men's Wearhouse","0","0","1","9"
"AK","1353143788675008150","Men's Wearhouse","0","1","0","55"
"AK","1353143788675008150","Men's Wearhouse","1","0","0","331"
"AK","1353143788675008154","Exxon Corp","0","0","1","1"
"AK","1353143788675008154","Exxon Corp","0","1","0","9"
"AK","1353143788675008154","Exxon Corp","1","0","0","148"
"AK","1353143788675008162","Subway","0","0","1","630"
"AK","1353143788675008162","Subway","0","1","0","1644"
"AK","1353143788675008162","Subway","1","0","0","5489"
"AK","1353143788683396776","AutoZone","0","0","1","12"
"AK","1353143788683396776","AutoZone","0","1","0","71"
"AK","1353143788683396776","AutoZone","1","0","0","465"
"AK","1353143788683396788","SpringHill Suites by Marriott","0","0","1","52"
"AK","1353143788683396788","SpringHill Suites by Marriott","0","1","0","128"
"AK","1353143788683396788","SpringHill Suites by Marriott","1","0","0","575"
"AK","1353143788691785407","Papa John's Pizza","0","0","1","32"
"AK","1353143788691785407","Papa John's Pizza","0","1","0","128"
"AK","1353143788691785407","Papa John's Pizza","1","0","0","657"
"AK","1353143788691785409","America's Best Value Inn","0","1","0","7"
"AK","1353143788691785409","America's Best Value Inn","1","0","0","47"
"AK","1353143788691785415","Lids","0","0","1","134"
"AK","1353143788691785415","Lids","0","1","0","417"
"AK","1353143788691785415","Lids","1","0","0","1644"
"AK","1353143788700174040","Ashley Furniture HomeStore","0","1","0","10"
"AK","1353143788700174040","Ashley Furniture HomeStore","1","0","0","91"
"AK","1353143788700174047","76","0","1","0","2"
"AK","1353143788700174047","76","1","0","0","35"
"AK","1353143788700174057","Journeys","0","0","1","134"
"AK","1353143788700174057","Journeys","0","1","0","408"
"AK","1353143788700174057","Journeys","1","0","0","1552"
"AK","1353143788700174062","Hot Topic","0","0","1","134"
"AK","1353143788700174062","Hot Topic","0","1","0","409"
"AK","1353143788700174062","Hot Topic","1","0","0","1565"
"AK","1353143788700174066","Cellular One","0","0","1","85"
"AK","1353143788700174066","Cellular One","0","1","0","246"
"AK","1353143788700174066","Cellular One","1","0","0","1310"
"AK","1353143788708562676","Ramada Inn","0","0","1","6"
"AK","1353143788708562676","Ramada Inn","0","1","0","33"
"AK","1353143788708562676","Ramada Inn","1","0","0","99"
"AK","1353143788716951312","Wells Fargo Bank","0","0","1","183"
"AK","1353143788716951312","Wells Fargo Bank","0","1","0","570"
"AK","1353143788716951312","Wells Fargo Bank","1","0","0","2145"
"AK","1353143788716951317","Outback Steakhouse","0","1","0","11"
"AK","1353143788716951317","Outback Steakhouse","1","0","0","95"
"AK","1353143788716951325","Meineke Car Care Center","0","0","1","1"
"AK","1353143788716951325","Meineke Car Care Center","0","1","0","20"
"AK","1353143788716951325","Meineke Car Care Center","1","0","0","180"
"AK","1353143788725339950","Domino's Pizza","0","0","1","21"
"AK","1353143788725339950","Domino's Pizza","0","1","0","41"
"AK","1353143788725339950","Domino's Pizza","1","0","0","374"
"AK","1353143788725339961","Hampton Inn by Hilton","0","0","1","14"
"AK","1353143788725339961","Hampton Inn by Hilton","0","1","0","42"
"AK","1353143788725339961","Hampton Inn by Hilton","1","0","0","143"
"AK","1353143788725339968","DHL","0","1","0","4"
"AK","1353143788725339968","DHL","1","0","0","36"
"AK","1353143788725339969","Play It Again Sports","0","0","1","4"
"AK","1353143788725339969","Play It Again Sports","0","1","0","29"
"AK","1353143788725339969","Play It Again Sports","1","0","0","293"
"AK","1353143788725339970","Buffalo Wild Wings","0","0","1","4"
"AK","1353143788725339970","Buffalo Wild Wings","0","1","0","58"
"AK","1353143788725339970","Buffalo Wild Wings","1","0","0","346"
"AK","1353143788733728591","T.G.I. Friday's","0","0","1","2"
"AK","1353143788733728591","T.G.I. Friday's","0","1","0","12"
"AK","1353143788733728591","T.G.I. Friday's","1","0","0","102"
"AK","1353143788733728592","CARQUEST Auto Parts","0","0","1","8"
"AK","1353143788733728592","CARQUEST Auto Parts","0","1","0","21"
"AK","1353143788733728592","CARQUEST Auto Parts","1","0","0","146"
"AK","1353143788733728594","Embassy Suites","0","0","1","10"
"AK","1353143788733728594","Embassy Suites","0","1","0","28"
"AK","1353143788733728594","Embassy Suites","1","0","0","134"
"AK","1353143788742117218","Panda Express","0","0","1","2"
"AK","1353143788742117218","Panda Express","0","1","0","7"
"AK","1353143788742117218","Panda Express","1","0","0","76"
"AK","1353143788750505861","Kay Jewelers","0","0","1","140"
"AK","1353143788750505861","Kay Jewelers","0","1","0","420"
"AK","1353143788750505861","Kay Jewelers","1","0","0","1639"
"AK","1353143788758894500","Foot Locker","0","0","1","105"
"AK","1353143788758894500","Foot Locker","0","1","0","324"
"AK","1353143788758894500","Foot Locker","1","0","0","1299"
"AK","1353143788767283129","Safeway","0","0","1","197"
"AK","1353143788767283129","Safeway","0","1","0","380"
"AK","1353143788767283129","Safeway","1","0","0","1207"
"AK","1353143788767283143","Conoco","0","0","1","2"
"AK","1353143788767283143","Conoco","0","1","0","15"
"AK","1353143788767283143","Conoco","1","0","0","70"
"AK","1353143788775671763","Arby's","0","0","1","119"
"AK","1353143788775671763","Arby's","0","1","0","430"
"AK","1353143788775671763","Arby's","1","0","0","1787"
"AK","1353143788775671764","PacSun","0","0","1","2"
"AK","1353143788775671764","PacSun","0","1","0","3"
"AK","1353143788775671764","PacSun","1","0","0","82"
"AK","1353143788775671774","American Eagle Outfitters","0","0","1","146"
"AK","1353143788775671774","American Eagle Outfitters","0","1","0","419"
"AK","1353143788775671774","American Eagle Outfitters","1","0","0","1670"
"AK","1353143788775671775","Homewood Suites by Hilton","0","0","1","16"
"AK","1353143788775671775","Homewood Suites by Hilton","0","1","0","30"
