"state","Level_1","Level_2","Mild","Moderate","Frequent","AudienceTotal"
"","automotive","auto_repair","0","1","0","1"
"","automotive","auto_repair","1","0","0","31"
"","automotive","gas_station","0","0","1","180"
"","automotive","gas_station","0","1","0","520"
"","automotive","gas_station","1","0","0","1947"
"","food_drink","cafe","0","0","1","3"
"","food_drink","cafe","0","1","0","14"
"","food_drink","cafe","1","0","0","122"
"","food_drink","casual_dining","0","0","1","1"
"","food_drink","casual_dining","0","1","0","5"
"","food_drink","casual_dining","1","0","0","35"
"","food_drink","quick_service","0","0","1","22"
"","food_drink","quick_service","0","1","0","87"
"","food_drink","quick_service","1","0","0","415"
"","grooming","hair salon","0","0","1","1"
"","grooming","hair salon","0","1","0","9"
"","grooming","hair salon","1","0","0","60"
"","health","eye_care","0","1","0","2"
"","health","eye_care","1","0","0","8"
"","health","pharmacy","0","0","1","7"
"","health","pharmacy","0","1","0","24"
"","health","pharmacy","1","0","0","194"
"","health_fitness","gym","0","1","0","1"
"","health_fitness","gym","1","0","0","17"
"","personal_finance","banking","0","0","1","16"
"","personal_finance","banking","0","1","0","39"
"","personal_finance","banking","1","0","0","215"
"","shopping","cell_phone_store","0","0","1","11"
"","shopping","cell_phone_store","0","1","0","97"
"","shopping","cell_phone_store","1","0","0","789"
"","shopping","clothing_store","0","0","1","32"
"","shopping","clothing_store","0","1","0","227"
"","shopping","clothing_store","1","0","0","1740"
"","shopping","convenience_store","0","0","1","23"
"","shopping","convenience_store","0","1","0","36"
"","shopping","convenience_store","1","0","0","141"
"","shopping","department_store","0","0","1","201"
"","shopping","department_store","0","1","0","759"
"","shopping","department_store","1","0","0","2556"
"","shopping","electronics_store","0","0","1","147"
"","shopping","electronics_store","0","1","0","479"
"","shopping","electronics_store","1","0","0","1775"
"","shopping","furniture_store","0","0","1","2"
"","shopping","furniture_store","1","0","0","3"
"","shopping","grocery_or_supermarket","0","0","1","3"
"","shopping","grocery_or_supermarket","0","1","0","18"
"","shopping","grocery_or_supermarket","1","0","0","92"
"","shopping","hardware_store","0","0","1","1"
"","shopping","hardware_store","0","1","0","1"
"","shopping","hardware_store","1","0","0","7"
"","shopping","jewelry_store","0","0","1","1"
"","shopping","jewelry_store","0","1","0","5"
"","shopping","jewelry_store","1","0","0","35"
"","shopping","shoe_store","1","0","0","16"
"","shopping","shopping_mall","0","0","1","3"
"","shopping","shopping_mall","0","1","0","25"
"","shopping","shopping_mall","1","0","0","212"
"","shopping","sporting_goods","1","0","0","1"
"","travel","airport","0","1","0","1"
"","travel","airport","1","0","0","19"
"AK","automotive","auto_intender","0","0","1","1"
"AK","automotive","auto_intender","0","1","0","6"
"AK","automotive","auto_intender","1","0","0","99"
"AK","automotive","auto_repair","0","0","1","68"
"AK","automotive","auto_repair","0","1","0","216"
"AK","automotive","auto_repair","1","0","0","1596"
"AK","automotive","gas_station","0","0","1","127"
"AK","automotive","gas_station","0","1","0","516"
"AK","automotive","gas_station","1","0","0","3417"
"AK","food_drink","cafe","0","0","1","1044"
"AK","food_drink","cafe","0","1","0","2310"
"AK","food_drink","cafe","1","0","0","6270"
"AK","food_drink","casual_dining","0","0","1","77"
"AK","food_drink","casual_dining","0","1","0","332"
"AK","food_drink","casual_dining","1","0","0","2711"
"AK","food_drink","quick_service","0","0","1","1181"
"AK","food_drink","quick_service","0","1","0","3617"
"AK","food_drink","quick_service","1","0","0","14750"
"AK","grooming","hair salon","0","0","1","191"
"AK","grooming","hair salon","0","1","0","605"
"AK","grooming","hair salon","1","0","0","2959"
"AK","gvt_building","post_office","0","0","1","273"
"AK","gvt_building","post_office","0","1","0","840"
"AK","gvt_building","post_office","1","0","0","7408"
"AK","health","eye_care","0","0","1","333"
"AK","health","eye_care","0","1","0","859"
"AK","health","eye_care","1","0","0","2874"
"AK","health","pharmacy","0","0","1","1335"
"AK","health","pharmacy","0","1","0","3036"
"AK","health","pharmacy","1","0","0","8402"
"AK","health_fitness","gym","0","0","1","104"
"AK","health_fitness","gym","0","1","0","298"
"AK","health_fitness","gym","1","0","0","1707"
"AK","personal_finance","banking","0","0","1","319"
"AK","personal_finance","banking","0","1","0","981"
"AK","personal_finance","banking","1","0","0","4264"
"AK","shopping","cell_phone_store","0","0","1","186"
"AK","shopping","cell_phone_store","0","1","0","565"
"AK","shopping","cell_phone_store","1","0","0","2775"
"AK","shopping","clothing_store","0","0","1","164"
"AK","shopping","clothing_store","0","1","0","577"
"AK","shopping","clothing_store","1","0","0","2619"
"AK","shopping","convenience_store","0","0","1","374"
"AK","shopping","convenience_store","0","1","0","721"
"AK","shopping","convenience_store","1","0","0","2849"
"AK","shopping","department_store","0","0","1","672"
"AK","shopping","department_store","0","1","0","1676"
"AK","shopping","department_store","1","0","0","4676"
"AK","shopping","electronics_store","0","0","1","202"
"AK","shopping","electronics_store","0","1","0","752"
"AK","shopping","electronics_store","1","0","0","3949"
"AK","shopping","furniture_store","0","0","1","55"
"AK","shopping","furniture_store","0","1","0","150"
"AK","shopping","furniture_store","1","0","0","944"
"AK","shopping","grocery_or_supermarket","0","0","1","1131"
"AK","shopping","grocery_or_supermarket","0","1","0","2466"
"AK","shopping","grocery_or_supermarket","1","0","0","7245"
"AK","shopping","hardware_store","0","0","1","385"
"AK","shopping","hardware_store","0","1","0","1072"
"AK","shopping","hardware_store","1","0","0","4004"
"AK","shopping","home_goods_store","0","0","1","42"
"AK","shopping","home_goods_store","0","1","0","139"
"AK","shopping","home_goods_store","1","0","0","641"
"AK","shopping","jewelry_store","0","0","1","658"
"AK","shopping","jewelry_store","0","1","0","1567"
"AK","shopping","jewelry_store","1","0","0","4757"
"AK","shopping","shoe_store","0","0","1","157"
"AK","shopping","shoe_store","0","1","0","549"
"AK","shopping","shoe_store","1","0","0","2260"
"AK","shopping","shopping_mall","0","0","1","1174"
"AK","shopping","shopping_mall","0","1","0","2853"
"AK","shopping","shopping_mall","1","0","0","8899"
"AK","shopping","sporting_goods","0","0","1","11"
"AK","shopping","sporting_goods","0","1","0","58"
"AK","shopping","sporting_goods","1","0","0","555"
"AK","travel","airport","0","0","1","315"
"AK","travel","airport","0","1","0","958"
"AK","travel","airport","1","0","0","7055"
"AK","travel","lodging","0","0","1","396"
"AK","travel","lodging","0","1","0","1024"
"AK","travel","lodging","1","0","0","4051"
"AL","automotive","auto_intender","0","0","1","234"
"AL","automotive","auto_intender","0","1","0","860"
"AL","automotive","auto_intender","1","0","0","5377"
"AL","automotive","auto_repair","0","0","1","694"
"AL","automotive","auto_repair","0","1","0","2928"
"AL","automotive","auto_repair","1","0","0","19279"
"AL","automotive","gas_station","0","0","1","6344"
"AL","automotive","gas_station","0","1","0","22810"
"AL","automotive","gas_station","1","0","0","106151"
"AL","education","university","0","0","1","4139"
"AL","education","university","0","1","0","4441"
"AL","education","university","1","0","0","9689"
"AL","food_drink","cafe","0","0","1","747"
"AL","food_drink","cafe","0","1","0","2824"
"AL","food_drink","cafe","1","0","0","13562"
"AL","food_drink","casual_dining","0","0","1","4207"
"AL","food_drink","casual_dining","0","1","0","15853"
"AL","food_drink","casual_dining","1","0","0","88223"
"AL","food_drink","quick_service","0","0","1","20223"
"AL","food_drink","quick_service","0","1","0","62515"
"AL","food_drink","quick_service","1","0","0","223519"
"AL","grooming","hair salon","0","0","1","3049"
"AL","grooming","hair salon","0","1","0","8861"
"AL","grooming","hair salon","1","0","0","34244"
"AL","gvt_building","post_office","0","0","1","2608"
"AL","gvt_building","post_office","0","1","0","7791"
"AL","gvt_building","post_office","1","0","0","41399"
"AL","health","eye_care","0","0","1","652"
"AL","health","eye_care","0","1","0","2997"
"AL","health","eye_care","1","0","0","13890"
"AL","health","pharmacy","0","0","1","23341"
"AL","health","pharmacy","0","1","0","55385"
"AL","health","pharmacy","1","0","0","163535"
"AL","health_fitness","gym","0","0","1","1152"
"AL","health_fitness","gym","0","1","0","3677"
"AL","health_fitness","gym","1","0","0","22709"
"AL","personal_finance","banking","0","0","1","5814"
"AL","personal_finance","banking","0","1","0","17196"
"AL","personal_finance","banking","1","0","0","77529"
"AL","shopping","cell_phone_store","0","0","1","1915"
"AL","shopping","cell_phone_store","0","1","0","8181"
"AL","shopping","cell_phone_store","1","0","0","47318"
"AL","shopping","clothing_store","0","0","1","1855"
"AL","shopping","clothing_store","0","1","0","8427"
"AL","shopping","clothing_store","1","0","0","43781"
"AL","shopping","convenience_store","0","0","1","5974"
"AL","shopping","convenience_store","0","1","0","20689"
"AL","shopping","convenience_store","1","0","0","85413"
"AL","shopping","department_store","0","0","1","16265"
"AL","shopping","department_store","0","1","0","37042"
"AL","shopping","department_store","1","0","0","103459"
"AL","shopping","electronics_store","0","0","1","1054"
"AL","shopping","electronics_store","0","1","0","4913"
"AL","shopping","electronics_store","1","0","0","27185"
"AL","shopping","furniture_store","0","0","1","691"
"AL","shopping","furniture_store","0","1","0","2924"
"AL","shopping","furniture_store","1","0","0","18794"
"AL","shopping","grocery_or_supermarket","0","0","1","5093"
"AL","shopping","grocery_or_supermarket","0","1","0","15696"
"AL","shopping","grocery_or_supermarket","1","0","0","59466"
"AL","shopping","hardware_store","0","0","1","7389"
"AL","shopping","hardware_store","0","1","0","22087"
"AL","shopping","hardware_store","1","0","0","72451"
"AL","shopping","home_goods_store","0","0","1","1959"
"AL","shopping","home_goods_store","0","1","0","7650"
"AL","shopping","home_goods_store","1","0","0","34100"
"AL","shopping","jewelry_store","0","0","1","1071"
"AL","shopping","jewelry_store","0","1","0","4753"
"AL","shopping","jewelry_store","1","0","0","21453"
"AL","shopping","shoe_store","0","0","1","1214"
"AL","shopping","shoe_store","0","1","0","5140"
"AL","shopping","shoe_store","1","0","0","25045"
"AL","shopping","shopping_mall","0","0","1","3031"
"AL","shopping","shopping_mall","0","1","0","10690"
"AL","shopping","shopping_mall","1","0","0","47517"
"AL","shopping","sporting_goods","0","0","1","1503"
"AL","shopping","sporting_goods","0","1","0","6097"
"AL","shopping","sporting_goods","1","0","0","28462"
"AL","sports","golf_course","0","0","1","723"
"AL","sports","golf_course","0","1","0","1995"
"AL","sports","golf_course","1","0","0","6635"
"AL","travel","airport","0","0","1","4398"
"AL","travel","airport","0","1","0","13477"
"AL","travel","airport","1","0","0","60847"
"AL","travel","lodging","0","0","1","6039"
"AL","travel","lodging","0","1","0","21586"
"AL","travel","lodging","1","0","0","91065"
"AR","automotive","auto_intender","0","0","1","103"
"AR","automotive","auto_intender","0","1","0","328"
"AR","automotive","auto_intender","1","0","0","1751"
"AR","automotive","auto_repair","0","0","1","203"
"AR","automotive","auto_repair","0","1","0","723"
"AR","automotive","auto_repair","1","0","0","6871"
"AR","automotive","gas_station","0","0","1","3168"
"AR","automotive","gas_station","0","1","0","11467"
"AR","automotive","gas_station","1","0","0","56911"
"AR","education","university","0","0","1","18"
"AR","education","university","0","1","0","17"
"AR","education","university","1","0","0","189"
"AR","food_drink","cafe","0","0","1","378"
"AR","food_drink","cafe","0","1","0","1424"
"AR","food_drink","cafe","1","0","0","7396"
"AR","food_drink","casual_dining","0","0","1","1412"
"AR","food_drink","casual_dining","0","1","0","6674"
"AR","food_drink","casual_dining","1","0","0","45269"
"AR","food_drink","quick_service","0","0","1","11643"
"AR","food_drink","quick_service","0","1","0","34976"
"AR","food_drink","quick_service","1","0","0","131356"
"AR","grooming","hair salon","0","0","1","1153"
"AR","grooming","hair salon","0","1","0","3122"
"AR","grooming","hair salon","1","0","0","14483"
"AR","gvt_building","post_office","0","0","1","1674"
"AR","gvt_building","post_office","0","1","0","5435"
"AR","gvt_building","post_office","1","0","0","29868"
"AR","health","eye_care","0","0","1","78"
"AR","health","eye_care","0","1","0","427"
"AR","health","eye_care","1","0","0","2712"
"AR","health","pharmacy","0","0","1","10261"
"AR","health","pharmacy","0","1","0","22901"
"AR","health","pharmacy","1","0","0","66082"
"AR","health_fitness","gym","0","0","1","682"
"AR","health_fitness","gym","0","1","0","2013"
"AR","health_fitness","gym","1","0","0","11267"
"AR","personal_finance","banking","0","0","1","1060"
"AR","personal_finance","banking","0","1","0","4011"
"AR","personal_finance","banking","1","0","0","25767"
"AR","shopping","cell_phone_store","0","0","1","1633"
"AR","shopping","cell_phone_store","0","1","0","6824"
"AR","shopping","cell_phone_store","1","0","0","48365"
"AR","shopping","clothing_store","0","0","1","661"
"AR","shopping","clothing_store","0","1","0","3117"
"AR","shopping","clothing_store","1","0","0","19159"
"AR","shopping","convenience_store","0","0","1","3086"
"AR","shopping","convenience_store","0","1","0","10723"
"AR","shopping","convenience_store","1","0","0","47632"
"AR","shopping","department_store","0","0","1","16117"
"AR","shopping","department_store","0","1","0","26469"
"AR","shopping","department_store","1","0","0","67909"
"AR","shopping","electronics_store","0","0","1","358"
"AR","shopping","electronics_store","0","1","0","1788"
"AR","shopping","electronics_store","1","0","0","11607"
"AR","shopping","furniture_store","0","0","1","318"
"AR","shopping","furniture_store","0","1","0","1094"
"AR","shopping","furniture_store","1","0","0","7165"
"AR","shopping","grocery_or_supermarket","0","0","1","2064"
"AR","shopping","grocery_or_supermarket","0","1","0","5421"
"AR","shopping","grocery_or_supermarket","1","0","0","17950"
"AR","shopping","hardware_store","0","0","1","3169"
"AR","shopping","hardware_store","0","1","0","8974"
"AR","shopping","hardware_store","1","0","0","30952"
"AR","shopping","home_goods_store","0","0","1","885"
"AR","shopping","home_goods_store","0","1","0","3595"
"AR","shopping","home_goods_store","1","0","0","17443"
"AR","shopping","jewelry_store","0","0","1","875"
"AR","shopping","jewelry_store","0","1","0","3050"
"AR","shopping","jewelry_store","1","0","0","13175"
"AR","shopping","shoe_store","0","0","1","265"
"AR","shopping","shoe_store","0","1","0","1449"
"AR","shopping","shoe_store","1","0","0","9647"
"AR","shopping","shopping_mall","0","0","1","752"
"AR","shopping","shopping_mall","0","1","0","3381"
"AR","shopping","shopping_mall","1","0","0","18467"
"AR","shopping","sporting_goods","0","0","1","635"
"AR","shopping","sporting_goods","0","1","0","2805"
"AR","shopping","sporting_goods","1","0","0","15727"
"AR","sports","golf_course","0","0","1","6"
"AR","sports","golf_course","0","1","0","57"
"AR","sports","golf_course","1","0","0","473"
"AR","travel","airport","0","0","1","2622"
"AR","travel","airport","0","1","0","8773"
"AR","travel","airport","1","0","0","43986"
"AR","travel","lodging","0","0","1","3023"
"AR","travel","lodging","0","1","0","11293"
"AR","travel","lodging","1","0","0","52468"
"AZ","automotive","auto_intender","0","0","1","306"
"AZ","automotive","auto_intender","0","1","0","1314"
"AZ","automotive","auto_intender","1","0","0","8449"
"AZ","automotive","auto_repair","0","0","1","1018"
"AZ","automotive","auto_repair","0","1","0","3909"
"AZ","automotive","auto_repair","1","0","0","27104"
"AZ","automotive","gas_station","0","0","1","1468"
"AZ","automotive","gas_station","0","1","0","7506"
"AZ","automotive","gas_station","1","0","0","49181"
"AZ","education","university","0","0","1","13864"
"AZ","education","university","0","1","0","24771"
"AZ","education","university","1","0","0","67323"
"AZ","food_drink","cafe","0","0","1","10306"
"AZ","food_drink","cafe","0","1","0","22292"
"AZ","food_drink","cafe","1","0","0","65477"
"AZ","food_drink","casual_dining","0","0","1","3332"
"AZ","food_drink","casual_dining","0","1","0","15169"
"AZ","food_drink","casual_dining","1","0","0","98629"
"AZ","food_drink","quick_service","0","0","1","21855"
"AZ","food_drink","quick_service","0","1","0","69659"
"AZ","food_drink","quick_service","1","0","0","263527"
"AZ","grooming","hair salon","0","0","1","7416"
"AZ","grooming","hair salon","0","1","0","19043"
"AZ","grooming","hair salon","1","0","0","71438"
"AZ","gvt_building","post_office","0","0","1","2742"
"AZ","gvt_building","post_office","0","1","0","9708"
"AZ","gvt_building","post_office","1","0","0","51313"
"AZ","health","eye_care","0","0","1","678"
"AZ","health","eye_care","0","1","0","2929"
"AZ","health","eye_care","1","0","0","16963"
"AZ","health","pharmacy","0","0","1","23322"
"AZ","health","pharmacy","0","1","0","57216"
"AZ","health","pharmacy","1","0","0","157602"
"AZ","health_fitness","gym","0","0","1","2655"
"AZ","health_fitness","gym","0","1","0","6327"
"AZ","health_fitness","gym","1","0","0","32896"
"AZ","personal_finance","banking","0","0","1","7422"
"AZ","personal_finance","banking","0","1","0","23613"
"AZ","personal_finance","banking","1","0","0","104901"
"AZ","shopping","cell_phone_store","0","0","1","9295"
"AZ","shopping","cell_phone_store","0","1","0","34042"
"AZ","shopping","cell_phone_store","1","0","0","136257"
"AZ","shopping","clothing_store","0","0","1","1398"
"AZ","shopping","clothing_store","0","1","0","7449"
"AZ","shopping","clothing_store","1","0","0","44654"
"AZ","shopping","convenience_store","0","0","1","6248"
"AZ","shopping","convenience_store","0","1","0","21549"
"AZ","shopping","convenience_store","1","0","0","93164"
"AZ","shopping","department_store","0","0","1","12239"
"AZ","shopping","department_store","0","1","0","33247"
"AZ","shopping","department_store","1","0","0","102863"
"AZ","shopping","electronics_store","0","0","1","6141"
"AZ","shopping","electronics_store","0","1","0","21575"
"AZ","shopping","electronics_store","1","0","0","88583"
"AZ","shopping","furniture_store","0","0","1","828"
"AZ","shopping","furniture_store","0","1","0","3254"
"AZ","shopping","furniture_store","1","0","0","20000"
"AZ","shopping","grocery_or_supermarket","0","0","1","3874"
"AZ","shopping","grocery_or_supermarket","0","1","0","13986"
"AZ","shopping","grocery_or_supermarket","1","0","0","55797"
"AZ","shopping","hardware_store","0","0","1","5935"
"AZ","shopping","hardware_store","0","1","0","18119"
"AZ","shopping","hardware_store","1","0","0","59254"
"AZ","shopping","home_goods_store","0","0","1","893"
"AZ","shopping","home_goods_store","0","1","0","4592"
"AZ","shopping","home_goods_store","1","0","0","27986"
"AZ","shopping","jewelry_store","0","0","1","902"
"AZ","shopping","jewelry_store","0","1","0","3982"
"AZ","shopping","jewelry_store","1","0","0","24324"
"AZ","shopping","shoe_store","0","0","1","735"
"AZ","shopping","shoe_store","0","1","0","4467"
"AZ","shopping","shoe_store","1","0","0","29331"
"AZ","shopping","shopping_mall","0","0","1","10825"
"AZ","shopping","shopping_mall","0","1","0","25106"
"AZ","shopping","shopping_mall","1","0","0","82681"
"AZ","shopping","sporting_goods","0","0","1","480"
"AZ","shopping","sporting_goods","0","1","0","2203"
"AZ","shopping","sporting_goods","1","0","0","17609"
"AZ","sports","golf_course","0","0","1","1114"
"AZ","sports","golf_course","0","1","0","1396"
"AZ","sports","golf_course","1","0","0","4046"
"AZ","travel","airport","0","0","1","1789"
"AZ","travel","airport","0","1","0","6590"
"AZ","travel","airport","1","0","0","37080"
"AZ","travel","lodging","0","0","1","6553"
"AZ","travel","lodging","0","1","0","19813"
"AZ","travel","lodging","1","0","0","85826"
"CA","automotive","auto_intender","0","0","1","2493"
"CA","automotive","auto_intender","0","1","0","7212"
"CA","automotive","auto_intender","1","0","0","42093"
"CA","automotive","auto_repair","0","0","1","5413"
"CA","automotive","auto_repair","0","1","0","17323"
"CA","automotive","auto_repair","1","0","0","114480"
"CA","automotive","gas_station","0","0","1","11806"
"CA","automotive","gas_station","0","1","0","55103"
"CA","automotive","gas_station","1","0","0","297289"
"CA","education","university","0","0","1","27650"
"CA","education","university","0","1","0","43191"
"CA","education","university","1","0","0","136547"
"CA","food_drink","cafe","0","0","1","50176"
"CA","food_drink","cafe","0","1","0","125795"
"CA","food_drink","cafe","1","0","0","439075"
"CA","food_drink","casual_dining","0","0","1","21655"
"CA","food_drink","casual_dining","0","1","0","73748"
"CA","food_drink","casual_dining","1","0","0","383008"
"CA","food_drink","quick_service","0","0","1","103113"
"CA","food_drink","quick_service","0","1","0","293641"
"CA","food_drink","quick_service","1","0","0","1061936"
"CA","grooming","hair salon","0","0","1","8906"
"CA","grooming","hair salon","0","1","0","30452"
"CA","grooming","hair salon","1","0","0","148093"
"CA","gvt_building","post_office","0","0","1","21769"
"CA","gvt_building","post_office","0","1","0","61582"
"CA","gvt_building","post_office","1","0","0","261316"
"CA","health","eye_care","0","0","1","5647"
"CA","health","eye_care","0","1","0","20345"
"CA","health","eye_care","1","0","0","96569"
"CA","health","pharmacy","0","0","1","131245"
"CA","health","pharmacy","0","1","0","303816"
"CA","health","pharmacy","1","0","0","1024098"
"CA","health_fitness","gym","0","0","1","19267"
"CA","health_fitness","gym","0","1","0","45438"
"CA","health_fitness","gym","1","0","0","204759"
"CA","personal_finance","banking","0","0","1","33149"
"CA","personal_finance","banking","0","1","0","95619"
"CA","personal_finance","banking","1","0","0","414870"
"CA","shopping","cell_phone_store","0","0","1","33718"
"CA","shopping","cell_phone_store","0","1","0","105187"
"CA","shopping","cell_phone_store","1","0","0","482070"
"CA","shopping","clothing_store","0","0","1","18191"
"CA","shopping","clothing_store","0","1","0","65484"
"CA","shopping","clothing_store","1","0","0","278296"
"CA","shopping","convenience_store","0","0","1","16391"
"CA","shopping","convenience_store","0","1","0","61819"
"CA","shopping","convenience_store","1","0","0","288124"
"CA","shopping","department_store","0","0","1","37144"
"CA","shopping","department_store","0","1","0","113926"
"CA","shopping","department_store","1","0","0","407505"
"CA","shopping","electronics_store","0","0","1","14574"
"CA","shopping","electronics_store","0","1","0","53259"
"CA","shopping","electronics_store","1","0","0","248838"
"CA","shopping","furniture_store","0","0","1","2295"
"CA","shopping","furniture_store","0","1","0","8496"
"CA","shopping","furniture_store","1","0","0","56317"
"CA","shopping","grocery_or_supermarket","0","0","1","34615"
"CA","shopping","grocery_or_supermarket","0","1","0","102954"
"CA","shopping","grocery_or_supermarket","1","0","0","410801"
"CA","shopping","hardware_store","0","0","1","21957"
"CA","shopping","hardware_store","0","1","0","61173"
"CA","shopping","hardware_store","1","0","0","220010"
"CA","shopping","home_goods_store","0","0","1","12320"
"CA","shopping","home_goods_store","0","1","0","39110"
"CA","shopping","home_goods_store","1","0","0","181222"
"CA","shopping","jewelry_store","0","0","1","9758"
"CA","shopping","jewelry_store","0","1","0","35628"
"CA","shopping","jewelry_store","1","0","0","155577"
"CA","shopping","shoe_store","0","0","1","12652"
"CA","shopping","shoe_store","0","1","0","46163"
"CA","shopping","shoe_store","1","0","0","202178"
"CA","shopping","shopping_mall","0","0","1","59445"
"CA","shopping","shopping_mall","0","1","0","160548"
"CA","shopping","shopping_mall","1","0","0","577375"
"CA","shopping","sporting_goods","0","0","1","4800"
"CA","shopping","sporting_goods","0","1","0","17888"
"CA","shopping","sporting_goods","1","0","0","96643"
"CA","sports","golf_course","0","0","1","466"
"CA","sports","golf_course","0","1","0","1618"
"CA","sports","golf_course","1","0","0","8961"
"CA","travel","airport","0","0","1","17616"
"CA","travel","airport","0","1","0","54302"
"CA","travel","airport","1","0","0","227747"
"CA","travel","lodging","0","0","1","29066"
"CA","travel","lodging","0","1","0","77576"
"CA","travel","lodging","1","0","0","325715"
"CO","automotive","auto_intender","0","0","1","250"
"CO","automotive","auto_intender","0","1","0","769"
"CO","automotive","auto_intender","1","0","0","5588"
"CO","automotive","auto_repair","0","0","1","1116"
"CO","automotive","auto_repair","0","1","0","3376"
"CO","automotive","auto_repair","1","0","0","26101"
"CO","automotive","gas_station","0","0","1","2334"
"CO","automotive","gas_station","0","1","0","9976"
"CO","automotive","gas_station","1","0","0","57330"
"CO","education","university","0","0","1","62"
"CO","education","university","0","1","0","87"
"CO","education","university","1","0","0","316"
"CO","food_drink","cafe","0","0","1","9529"
"CO","food_drink","cafe","0","1","0","21390"
"CO","food_drink","cafe","1","0","0","61545"
"CO","food_drink","casual_dining","0","0","1","2041"
"CO","food_drink","casual_dining","0","1","0","8843"
"CO","food_drink","casual_dining","1","0","0","65207"
"CO","food_drink","quick_service","0","0","1","15083"
"CO","food_drink","quick_service","0","1","0","51827"
"CO","food_drink","quick_service","1","0","0","213246"
"CO","grooming","hair salon","0","0","1","3372"
"CO","grooming","hair salon","0","1","0","10744"
"CO","grooming","hair salon","1","0","0","47639"
"CO","gvt_building","post_office","0","0","1","2047"
"CO","gvt_building","post_office","0","1","0","7390"
"CO","gvt_building","post_office","1","0","0","42191"
"CO","health","eye_care","0","0","1","394"
"CO","health","eye_care","0","1","0","1647"
"CO","health","eye_care","1","0","0","11576"
"CO","health","pharmacy","0","0","1","13728"
"CO","health","pharmacy","0","1","0","34404"
"CO","health","pharmacy","1","0","0","103236"
"CO","health_fitness","gym","0","0","1","2250"
"CO","health_fitness","gym","0","1","0","5560"
"CO","health_fitness","gym","1","0","0","31140"
"CO","personal_finance","banking","0","0","1","5123"
"CO","personal_finance","banking","0","1","0","16628"
"CO","personal_finance","banking","1","0","0","78499"
"CO","shopping","cell_phone_store","0","0","1","3675"
"CO","shopping","cell_phone_store","0","1","0","14505"
"CO","shopping","cell_phone_store","1","0","0","67179"
"CO","shopping","clothing_store","0","0","1","928"
"CO","shopping","clothing_store","0","1","0","4635"
"CO","shopping","clothing_store","1","0","0","31120"
"CO","shopping","convenience_store","0","0","1","2811"
"CO","shopping","convenience_store","0","1","0","11405"
"CO","shopping","convenience_store","1","0","0","57585"
"CO","shopping","department_store","0","0","1","8452"
"CO","shopping","department_store","0","1","0","23470"
"CO","shopping","department_store","1","0","0","75132"
"CO","shopping","electronics_store","0","0","1","1005"
"CO","shopping","electronics_store","0","1","0","4641"
"CO","shopping","electronics_store","1","0","0","30234"
"CO","shopping","furniture_store","0","0","1","719"
"CO","shopping","furniture_store","0","1","0","2479"
"CO","shopping","furniture_store","1","0","0","13999"
"CO","shopping","grocery_or_supermarket","0","0","1","3603"
"CO","shopping","grocery_or_supermarket","0","1","0","11403"
"CO","shopping","grocery_or_supermarket","1","0","0","43739"
"CO","shopping","hardware_store","0","0","1","4178"
"CO","shopping","hardware_store","0","1","0","12140"
"CO","shopping","hardware_store","1","0","0","43953"
"CO","shopping","home_goods_store","0","0","1","996"
"CO","shopping","home_goods_store","0","1","0","3465"
"CO","shopping","home_goods_store","1","0","0","20091"
"CO","shopping","jewelry_store","0","0","1","1417"
"CO","shopping","jewelry_store","0","1","0","4690"
"CO","shopping","jewelry_store","1","0","0","22786"
"CO","shopping","shoe_store","0","0","1","924"
"CO","shopping","shoe_store","0","1","0","3579"
"CO","shopping","shoe_store","1","0","0","21611"
"CO","shopping","shopping_mall","0","0","1","10143"
"CO","shopping","shopping_mall","0","1","0","24173"
"CO","shopping","shopping_mall","1","0","0","77551"
"CO","shopping","sporting_goods","0","0","1","433"
"CO","shopping","sporting_goods","0","1","0","1861"
"CO","shopping","sporting_goods","1","0","0","14582"
"CO","sports","golf_course","0","0","1","80"
"CO","sports","golf_course","0","1","0","136"
"CO","sports","golf_course","1","0","0","604"
"CO","travel","airport","0","0","1","2022"
"CO","travel","airport","0","1","0","7199"
"CO","travel","airport","1","0","0","38936"
"CO","travel","lodging","0","0","1","5763"
"CO","travel","lodging","0","1","0","19327"
"CO","travel","lodging","1","0","0","83006"
"CT","automotive","auto_intender","0","0","1","147"
"CT","automotive","auto_intender","0","1","0","312"
"CT","automotive","auto_intender","1","0","0","1746"
"CT","automotive","auto_repair","0","0","1","484"
"CT","automotive","auto_repair","0","1","0","1449"
"CT","automotive","auto_repair","1","0","0","10200"
"CT","automotive","gas_station","0","0","1","2292"
"CT","automotive","gas_station","0","1","0","7747"
"CT","automotive","gas_station","1","0","0","38713"
"CT","education","university","0","0","1","3801"
"CT","education","university","0","1","0","5362"
"CT","education","university","1","0","0","14940"
"CT","food_drink","cafe","0","0","1","1350"
"CT","food_drink","cafe","0","1","0","4100"
"CT","food_drink","cafe","1","0","0","16667"
"CT","food_drink","casual_dining","0","0","1","1734"
"CT","food_drink","casual_dining","0","1","0","6552"
"CT","food_drink","casual_dining","1","0","0","36595"
"CT","food_drink","quick_service","0","0","1","10166"
"CT","food_drink","quick_service","0","1","0","27668"
"CT","food_drink","quick_service","1","0","0","98178"
"CT","grooming","hair salon","0","0","1","835"
"CT","grooming","hair salon","0","1","0","2451"
"CT","grooming","hair salon","1","0","0","11429"
"CT","gvt_building","post_office","0","0","1","1863"
