"state","Level_1","Level_2","Mild","Moderate","Frequent","AudienceTotal"
"MO","sports","golf_course","0","1","0","231"
"MO","sports","golf_course","1","0","0","1497"
"MO","travel","airport","0","0","1","3992"
"MO","travel","airport","0","1","0","12122"
"MO","travel","airport","1","0","0","59115"
"MO","travel","lodging","0","0","1","5403"
"MO","travel","lodging","0","1","0","20805"
"MO","travel","lodging","1","0","0","92348"
"MS","automotive","auto_intender","0","0","1","209"
"MS","automotive","auto_intender","0","1","0","385"
"MS","automotive","auto_intender","1","0","0","1920"
"MS","automotive","auto_repair","0","0","1","340"
"MS","automotive","auto_repair","0","1","0","1459"
"MS","automotive","auto_repair","1","0","0","11553"
"MS","automotive","gas_station","0","0","1","5678"
"MS","automotive","gas_station","0","1","0","15665"
"MS","automotive","gas_station","1","0","0","69746"
"MS","food_drink","cafe","0","0","1","207"
"MS","food_drink","cafe","0","1","0","853"
"MS","food_drink","cafe","1","0","0","5757"
"MS","food_drink","casual_dining","0","0","1","1728"
"MS","food_drink","casual_dining","0","1","0","8110"
"MS","food_drink","casual_dining","1","0","0","50052"
"MS","food_drink","quick_service","0","0","1","10638"
"MS","food_drink","quick_service","0","1","0","34426"
"MS","food_drink","quick_service","1","0","0","132184"
"MS","grooming","hair salon","0","0","1","1973"
"MS","grooming","hair salon","0","1","0","5557"
"MS","grooming","hair salon","1","0","0","20375"
"MS","gvt_building","post_office","0","0","1","1395"
"MS","gvt_building","post_office","0","1","0","4969"
"MS","gvt_building","post_office","1","0","0","26553"
"MS","health","eye_care","0","0","1","22"
"MS","health","eye_care","0","1","0","119"
"MS","health","eye_care","1","0","0","963"
"MS","health","pharmacy","0","0","1","13173"
"MS","health","pharmacy","0","1","0","29848"
"MS","health","pharmacy","1","0","0","87297"
"MS","health_fitness","gym","0","0","1","548"
"MS","health_fitness","gym","0","1","0","1933"
"MS","health_fitness","gym","1","0","0","11237"
"MS","personal_finance","banking","0","0","1","2196"
"MS","personal_finance","banking","0","1","0","7091"
"MS","personal_finance","banking","1","0","0","35266"
"MS","shopping","cell_phone_store","0","0","1","1532"
"MS","shopping","cell_phone_store","0","1","0","6719"
"MS","shopping","cell_phone_store","1","0","0","29937"
"MS","shopping","clothing_store","0","0","1","1045"
"MS","shopping","clothing_store","0","1","0","4529"
"MS","shopping","clothing_store","1","0","0","22711"
"MS","shopping","convenience_store","0","0","1","3668"
"MS","shopping","convenience_store","0","1","0","12902"
"MS","shopping","convenience_store","1","0","0","53466"
"MS","shopping","department_store","0","0","1","8148"
"MS","shopping","department_store","0","1","0","20291"
"MS","shopping","department_store","1","0","0","57327"
"MS","shopping","electronics_store","0","0","1","686"
"MS","shopping","electronics_store","0","1","0","3040"
"MS","shopping","electronics_store","1","0","0","15009"
"MS","shopping","furniture_store","0","0","1","822"
"MS","shopping","furniture_store","0","1","0","4400"
"MS","shopping","furniture_store","1","0","0","19546"
"MS","shopping","grocery_or_supermarket","0","0","1","2597"
"MS","shopping","grocery_or_supermarket","0","1","0","7376"
"MS","shopping","grocery_or_supermarket","1","0","0","25294"
"MS","shopping","hardware_store","0","0","1","4063"
"MS","shopping","hardware_store","0","1","0","11949"
"MS","shopping","hardware_store","1","0","0","38325"
"MS","shopping","home_goods_store","0","0","1","1126"
"MS","shopping","home_goods_store","0","1","0","4203"
"MS","shopping","home_goods_store","1","0","0","18237"
"MS","shopping","jewelry_store","0","0","1","507"
"MS","shopping","jewelry_store","0","1","0","1973"
"MS","shopping","jewelry_store","1","0","0","9326"
"MS","shopping","shoe_store","0","0","1","827"
"MS","shopping","shoe_store","0","1","0","3427"
"MS","shopping","shoe_store","1","0","0","16294"
"MS","shopping","shopping_mall","0","0","1","1039"
"MS","shopping","shopping_mall","0","1","0","4106"
"MS","shopping","shopping_mall","1","0","0","19955"
"MS","shopping","sporting_goods","0","0","1","761"
"MS","shopping","sporting_goods","0","1","0","2949"
"MS","shopping","sporting_goods","1","0","0","12878"
"MS","sports","golf_course","0","0","1","49"
"MS","sports","golf_course","0","1","0","267"
"MS","sports","golf_course","1","0","0","1914"
"MS","travel","airport","0","0","1","2827"
"MS","travel","airport","0","1","0","9625"
"MS","travel","airport","1","0","0","44098"
"MS","travel","lodging","0","0","1","3737"
"MS","travel","lodging","0","1","0","13209"
"MS","travel","lodging","1","0","0","58922"
"MT","automotive","auto_intender","0","0","1","13"
"MT","automotive","auto_intender","0","1","0","35"
"MT","automotive","auto_intender","1","0","0","250"
"MT","automotive","auto_repair","0","0","1","95"
"MT","automotive","auto_repair","0","1","0","358"
"MT","automotive","auto_repair","1","0","0","2751"
"MT","automotive","gas_station","0","0","1","2402"
"MT","automotive","gas_station","0","1","0","4843"
"MT","automotive","gas_station","1","0","0","16871"
"MT","food_drink","cafe","0","0","1","253"
"MT","food_drink","cafe","0","1","0","783"
"MT","food_drink","cafe","1","0","0","4217"
"MT","food_drink","casual_dining","0","0","1","314"
"MT","food_drink","casual_dining","0","1","0","1258"
"MT","food_drink","casual_dining","1","0","0","8278"
"MT","food_drink","quick_service","0","0","1","2049"
"MT","food_drink","quick_service","0","1","0","6647"
"MT","food_drink","quick_service","1","0","0","27657"
"MT","grooming","hair salon","0","0","1","468"
"MT","grooming","hair salon","0","1","0","1306"
"MT","grooming","hair salon","1","0","0","5500"
"MT","gvt_building","post_office","0","0","1","440"
"MT","gvt_building","post_office","0","1","0","1208"
"MT","gvt_building","post_office","1","0","0","7947"
"MT","health","eye_care","0","0","1","13"
"MT","health","eye_care","0","1","0","72"
"MT","health","eye_care","1","0","0","569"
"MT","health","pharmacy","0","0","1","1112"
"MT","health","pharmacy","0","1","0","2785"
"MT","health","pharmacy","1","0","0","9943"
"MT","health_fitness","gym","0","0","1","160"
"MT","health_fitness","gym","0","1","0","427"
"MT","health_fitness","gym","1","0","0","2593"
"MT","personal_finance","banking","0","0","1","424"
"MT","personal_finance","banking","0","1","0","1363"
"MT","personal_finance","banking","1","0","0","7892"
"MT","shopping","cell_phone_store","0","0","1","381"
"MT","shopping","cell_phone_store","0","1","0","1404"
"MT","shopping","cell_phone_store","1","0","0","7318"
"MT","shopping","clothing_store","0","0","1","92"
"MT","shopping","clothing_store","0","1","0","496"
"MT","shopping","clothing_store","1","0","0","3482"
"MT","shopping","convenience_store","0","0","1","2204"
"MT","shopping","convenience_store","0","1","0","4144"
"MT","shopping","convenience_store","1","0","0","13386"
"MT","shopping","department_store","0","0","1","1425"
"MT","shopping","department_store","0","1","0","3538"
"MT","shopping","department_store","1","0","0","11356"
"MT","shopping","electronics_store","0","0","1","86"
"MT","shopping","electronics_store","0","1","0","499"
"MT","shopping","electronics_store","1","0","0","3100"
"MT","shopping","furniture_store","0","0","1","17"
"MT","shopping","furniture_store","0","1","0","90"
"MT","shopping","furniture_store","1","0","0","781"
"MT","shopping","grocery_or_supermarket","0","0","1","340"
"MT","shopping","grocery_or_supermarket","0","1","0","1222"
"MT","shopping","grocery_or_supermarket","1","0","0","4955"
"MT","shopping","hardware_store","0","0","1","548"
"MT","shopping","hardware_store","0","1","0","1778"
"MT","shopping","hardware_store","1","0","0","6834"
"MT","shopping","home_goods_store","0","0","1","192"
"MT","shopping","home_goods_store","0","1","0","677"
"MT","shopping","home_goods_store","1","0","0","3568"
"MT","shopping","jewelry_store","0","0","1","54"
"MT","shopping","jewelry_store","0","1","0","294"
"MT","shopping","jewelry_store","1","0","0","2038"
"MT","shopping","shoe_store","0","0","1","144"
"MT","shopping","shoe_store","0","1","0","745"
"MT","shopping","shoe_store","1","0","0","3743"
"MT","shopping","shopping_mall","0","0","1","359"
"MT","shopping","shopping_mall","0","1","0","1153"
"MT","shopping","shopping_mall","1","0","0","5922"
"MT","shopping","sporting_goods","0","0","1","62"
"MT","shopping","sporting_goods","0","1","0","251"
"MT","shopping","sporting_goods","1","0","0","1784"
"MT","travel","airport","0","0","1","2363"
"MT","travel","airport","0","1","0","4320"
"MT","travel","airport","1","0","0","16233"
"MT","travel","lodging","0","0","1","1056"
"MT","travel","lodging","0","1","0","3710"
"MT","travel","lodging","1","0","0","16163"
"NC","automotive","auto_intender","0","0","1","383"
"NC","automotive","auto_intender","0","1","0","1261"
"NC","automotive","auto_intender","1","0","0","7514"
"NC","automotive","auto_repair","0","0","1","2011"
"NC","automotive","auto_repair","0","1","0","7068"
"NC","automotive","auto_repair","1","0","0","50700"
"NC","automotive","gas_station","0","0","1","17034"
"NC","automotive","gas_station","0","1","0","52690"
"NC","automotive","gas_station","1","0","0","203689"
"NC","education","university","0","0","1","11493"
"NC","education","university","0","1","0","12361"
"NC","education","university","1","0","0","33515"
"NC","food_drink","cafe","0","0","1","15559"
"NC","food_drink","cafe","0","1","0","36805"
"NC","food_drink","cafe","1","0","0","254115"
"NC","food_drink","casual_dining","0","0","1","9560"
"NC","food_drink","casual_dining","0","1","0","39701"
"NC","food_drink","casual_dining","1","0","0","361376"
"NC","food_drink","quick_service","0","0","1","51820"
"NC","food_drink","quick_service","0","1","0","152126"
"NC","food_drink","quick_service","1","0","0","627401"
"NC","grooming","hair salon","0","0","1","9429"
"NC","grooming","hair salon","0","1","0","26647"
"NC","grooming","hair salon","1","0","0","93090"
"NC","gvt_building","post_office","0","0","1","7341"
"NC","gvt_building","post_office","0","1","0","21110"
"NC","gvt_building","post_office","1","0","0","91679"
"NC","health","eye_care","0","0","1","917"
"NC","health","eye_care","0","1","0","4382"
"NC","health","eye_care","1","0","0","26633"
"NC","health","pharmacy","0","0","1","49782"
"NC","health","pharmacy","0","1","0","116344"
"NC","health","pharmacy","1","0","0","468017"
"NC","health_fitness","gym","0","0","1","6646"
"NC","health_fitness","gym","0","1","0","15190"
"NC","health_fitness","gym","1","0","0","66727"
"NC","personal_finance","banking","0","0","1","15081"
"NC","personal_finance","banking","0","1","0","44637"
"NC","personal_finance","banking","1","0","0","335291"
"NC","shopping","cell_phone_store","0","0","1","7217"
"NC","shopping","cell_phone_store","0","1","0","30674"
"NC","shopping","cell_phone_store","1","0","0","132680"
"NC","shopping","clothing_store","0","0","1","4714"
"NC","shopping","clothing_store","0","1","0","20939"
"NC","shopping","clothing_store","1","0","0","96472"
"NC","shopping","convenience_store","0","0","1","17559"
"NC","shopping","convenience_store","0","1","0","52407"
"NC","shopping","convenience_store","1","0","0","184058"
"NC","shopping","department_store","0","0","1","38712"
"NC","shopping","department_store","0","1","0","84867"
"NC","shopping","department_store","1","0","0","211820"
"NC","shopping","electronics_store","0","0","1","9395"
"NC","shopping","electronics_store","0","1","0","34844"
"NC","shopping","electronics_store","1","0","0","135423"
"NC","shopping","furniture_store","0","0","1","2532"
"NC","shopping","furniture_store","0","1","0","8833"
"NC","shopping","furniture_store","1","0","0","49060"
"NC","shopping","grocery_or_supermarket","0","0","1","27039"
"NC","shopping","grocery_or_supermarket","0","1","0","63321"
"NC","shopping","grocery_or_supermarket","1","0","0","158904"
"NC","shopping","hardware_store","0","0","1","19313"
"NC","shopping","hardware_store","0","1","0","51184"
"NC","shopping","hardware_store","1","0","0","143231"
"NC","shopping","home_goods_store","0","0","1","5152"
"NC","shopping","home_goods_store","0","1","0","20919"
"NC","shopping","home_goods_store","1","0","0","88637"
"NC","shopping","jewelry_store","0","0","1","2918"
"NC","shopping","jewelry_store","0","1","0","13235"
"NC","shopping","jewelry_store","1","0","0","58218"
"NC","shopping","shoe_store","0","0","1","4636"
"NC","shopping","shoe_store","0","1","0","18860"
"NC","shopping","shoe_store","1","0","0","83198"
"NC","shopping","shopping_mall","0","0","1","22083"
"NC","shopping","shopping_mall","0","1","0","61562"
"NC","shopping","shopping_mall","1","0","0","352128"
"NC","shopping","sporting_goods","0","0","1","1501"
"NC","shopping","sporting_goods","0","1","0","7255"
"NC","shopping","sporting_goods","1","0","0","46322"
"NC","sports","golf_course","0","0","1","296"
"NC","sports","golf_course","0","1","0","1249"
"NC","sports","golf_course","1","0","0","7159"
"NC","travel","airport","0","0","1","12755"
"NC","travel","airport","0","1","0","36808"
"NC","travel","airport","1","0","0","143051"
"NC","travel","lodging","0","0","1","13976"
"NC","travel","lodging","0","1","0","42693"
"NC","travel","lodging","1","0","0","172486"
"ND","automotive","auto_intender","1","0","0","9"
"ND","automotive","auto_repair","0","0","1","79"
"ND","automotive","auto_repair","0","1","0","310"
"ND","automotive","auto_repair","1","0","0","2757"
"ND","automotive","gas_station","0","0","1","414"
"ND","automotive","gas_station","0","1","0","1561"
"ND","automotive","gas_station","1","0","0","7770"
"ND","food_drink","cafe","0","0","1","570"
"ND","food_drink","cafe","0","1","0","1561"
"ND","food_drink","cafe","1","0","0","6508"
"ND","food_drink","casual_dining","0","0","1","837"
"ND","food_drink","casual_dining","0","1","0","3341"
"ND","food_drink","casual_dining","1","0","0","15772"
"ND","food_drink","quick_service","0","0","1","2762"
"ND","food_drink","quick_service","0","1","0","8416"
"ND","food_drink","quick_service","1","0","0","29672"
"ND","grooming","hair salon","0","0","1","948"
"ND","grooming","hair salon","0","1","0","2952"
"ND","grooming","hair salon","1","0","0","9684"
"ND","gvt_building","post_office","0","0","1","1226"
"ND","gvt_building","post_office","0","1","0","2932"
"ND","gvt_building","post_office","1","0","0","13693"
"ND","health","eye_care","0","0","1","544"
"ND","health","eye_care","0","1","0","1921"
"ND","health","eye_care","1","0","0","6345"
"ND","health","pharmacy","0","0","1","649"
"ND","health","pharmacy","0","1","0","2333"
"ND","health","pharmacy","1","0","0","8569"
"ND","health_fitness","gym","0","0","1","324"
"ND","health_fitness","gym","0","1","0","947"
"ND","health_fitness","gym","1","0","0","5041"
"ND","personal_finance","banking","0","0","1","413"
"ND","personal_finance","banking","0","1","0","1429"
"ND","personal_finance","banking","1","0","0","7507"
"ND","shopping","cell_phone_store","0","0","1","1417"
"ND","shopping","cell_phone_store","0","1","0","4341"
"ND","shopping","cell_phone_store","1","0","0","13589"
"ND","shopping","clothing_store","0","0","1","601"
"ND","shopping","clothing_store","0","1","0","2199"
"ND","shopping","clothing_store","1","0","0","7798"
"ND","shopping","convenience_store","0","0","1","409"
"ND","shopping","convenience_store","0","1","0","1691"
"ND","shopping","convenience_store","1","0","0","8547"
"ND","shopping","department_store","0","0","1","2740"
"ND","shopping","department_store","0","1","0","7157"
"ND","shopping","department_store","1","0","0","20021"
"ND","shopping","electronics_store","0","0","1","587"
"ND","shopping","electronics_store","0","1","0","1894"
"ND","shopping","electronics_store","1","0","0","6730"
"ND","shopping","furniture_store","0","0","1","52"
"ND","shopping","furniture_store","0","1","0","206"
"ND","shopping","furniture_store","1","0","0","1119"
"ND","shopping","grocery_or_supermarket","0","0","1","526"
"ND","shopping","grocery_or_supermarket","0","1","0","1691"
"ND","shopping","grocery_or_supermarket","1","0","0","4840"
"ND","shopping","hardware_store","0","0","1","907"
"ND","shopping","hardware_store","0","1","0","3183"
"ND","shopping","hardware_store","1","0","0","10980"
"ND","shopping","home_goods_store","0","0","1","661"
"ND","shopping","home_goods_store","0","1","0","2517"
"ND","shopping","home_goods_store","1","0","0","9379"
"ND","shopping","jewelry_store","0","0","1","446"
"ND","shopping","jewelry_store","0","1","0","1510"
"ND","shopping","jewelry_store","1","0","0","5587"
"ND","shopping","shoe_store","0","0","1","672"
"ND","shopping","shoe_store","0","1","0","2179"
"ND","shopping","shoe_store","1","0","0","7226"
"ND","shopping","shopping_mall","0","0","1","744"
"ND","shopping","shopping_mall","0","1","0","2469"
"ND","shopping","shopping_mall","1","0","0","8875"
"ND","shopping","sporting_goods","0","0","1","30"
"ND","shopping","sporting_goods","0","1","0","137"
"ND","shopping","sporting_goods","1","0","0","991"
"ND","travel","airport","0","0","1","1335"
"ND","travel","airport","0","1","0","3393"
"ND","travel","airport","1","0","0","14932"
"ND","travel","lodging","0","0","1","879"
"ND","travel","lodging","0","1","0","3455"
"ND","travel","lodging","1","0","0","14113"
"NE","automotive","auto_intender","0","0","1","81"
"NE","automotive","auto_intender","0","1","0","232"
"NE","automotive","auto_intender","1","0","0","1597"
"NE","automotive","auto_repair","0","0","1","288"
"NE","automotive","auto_repair","0","1","0","940"
"NE","automotive","auto_repair","1","0","0","7825"
"NE","automotive","gas_station","0","0","1","1106"
"NE","automotive","gas_station","0","1","0","4022"
"NE","automotive","gas_station","1","0","0","22665"
"NE","food_drink","cafe","0","0","1","1923"
"NE","food_drink","cafe","0","1","0","5056"
"NE","food_drink","cafe","1","0","0","16752"
"NE","food_drink","casual_dining","0","0","1","1268"
"NE","food_drink","casual_dining","0","1","0","5377"
"NE","food_drink","casual_dining","1","0","0","29838"
"NE","food_drink","quick_service","0","0","1","7282"
"NE","food_drink","quick_service","0","1","0","25026"
"NE","food_drink","quick_service","1","0","0","99004"
"NE","grooming","hair salon","0","0","1","5962"
"NE","grooming","hair salon","0","1","0","14101"
"NE","grooming","hair salon","1","0","0","45524"
"NE","gvt_building","post_office","0","0","1","2797"
"NE","gvt_building","post_office","0","1","0","6838"
"NE","gvt_building","post_office","1","0","0","28914"
"NE","health","eye_care","0","0","1","491"
"NE","health","eye_care","0","1","0","2037"
"NE","health","eye_care","1","0","0","7613"
"NE","health","pharmacy","0","0","1","11706"
"NE","health","pharmacy","0","1","0","27805"
"NE","health","pharmacy","1","0","0","75639"
"NE","health_fitness","gym","0","0","1","1049"
"NE","health_fitness","gym","0","1","0","2946"
"NE","health_fitness","gym","1","0","0","15476"
"NE","personal_finance","banking","0","0","1","1552"
"NE","personal_finance","banking","0","1","0","4739"
"NE","personal_finance","banking","1","0","0","24160"
"NE","shopping","cell_phone_store","0","0","1","1368"
"NE","shopping","cell_phone_store","0","1","0","5429"
"NE","shopping","cell_phone_store","1","0","0","24311"
"NE","shopping","clothing_store","0","0","1","630"
"NE","shopping","clothing_store","0","1","0","2884"
"NE","shopping","clothing_store","1","0","0","14163"
"NE","shopping","convenience_store","0","0","1","1660"
"NE","shopping","convenience_store","0","1","0","5469"
"NE","shopping","convenience_store","1","0","0","22733"
"NE","shopping","department_store","0","0","1","6667"
"NE","shopping","department_store","0","1","0","15051"
"NE","shopping","department_store","1","0","0","40337"
"NE","shopping","electronics_store","0","0","1","238"
"NE","shopping","electronics_store","0","1","0","1238"
"NE","shopping","electronics_store","1","0","0","7749"
"NE","shopping","furniture_store","0","0","1","136"
"NE","shopping","furniture_store","0","1","0","714"
"NE","shopping","furniture_store","1","0","0","3929"
"NE","shopping","grocery_or_supermarket","0","0","1","2187"
"NE","shopping","grocery_or_supermarket","0","1","0","5514"
"NE","shopping","grocery_or_supermarket","1","0","0","16232"
"NE","shopping","hardware_store","0","0","1","2220"
"NE","shopping","hardware_store","0","1","0","6806"
"NE","shopping","hardware_store","1","0","0","22629"
"NE","shopping","home_goods_store","0","0","1","388"
"NE","shopping","home_goods_store","0","1","0","1802"
"NE","shopping","home_goods_store","1","0","0","10364"
"NE","shopping","jewelry_store","0","0","1","613"
"NE","shopping","jewelry_store","0","1","0","2591"
"NE","shopping","jewelry_store","1","0","0","10466"
"NE","shopping","shoe_store","0","0","1","981"
"NE","shopping","shoe_store","0","1","0","3138"
"NE","shopping","shoe_store","1","0","0","12445"
"NE","shopping","shopping_mall","0","0","1","2290"
"NE","shopping","shopping_mall","0","1","0","6685"
"NE","shopping","shopping_mall","1","0","0","23451"
"NE","shopping","sporting_goods","0","0","1","447"
"NE","shopping","sporting_goods","0","1","0","1667"
"NE","shopping","sporting_goods","1","0","0","7079"
"NE","sports","golf_course","0","0","1","3"
"NE","sports","golf_course","0","1","0","3"
"NE","sports","golf_course","1","0","0","10"
"NE","travel","airport","0","0","1","3193"
"NE","travel","airport","0","1","0","8498"
"NE","travel","airport","1","0","0","32968"
"NE","travel","lodging","0","0","1","2200"
"NE","travel","lodging","0","1","0","8619"
"NE","travel","lodging","1","0","0","35807"
"NH","automotive","auto_intender","0","0","1","9"
"NH","automotive","auto_intender","0","1","0","18"
"NH","automotive","auto_intender","1","0","0","156"
"NH","automotive","auto_repair","0","0","1","100"
"NH","automotive","auto_repair","0","1","0","423"
"NH","automotive","auto_repair","1","0","0","3837"
"NH","automotive","gas_station","0","0","1","550"
"NH","automotive","gas_station","0","1","0","1714"
"NH","automotive","gas_station","1","0","0","11082"
"NH","education","university","0","0","1","132"
"NH","education","university","0","1","0","184"
"NH","education","university","1","0","0","490"
"NH","food_drink","cafe","0","0","1","354"
"NH","food_drink","cafe","0","1","0","1294"
"NH","food_drink","cafe","1","0","0","6115"
"NH","food_drink","casual_dining","0","0","1","369"
"NH","food_drink","casual_dining","0","1","0","1487"
"NH","food_drink","casual_dining","1","0","0","10376"
"NH","food_drink","quick_service","0","0","1","3354"
"NH","food_drink","quick_service","0","1","0","9263"
"NH","food_drink","quick_service","1","0","0","38823"
"NH","grooming","hair salon","0","0","1","1307"
"NH","grooming","hair salon","0","1","0","3299"
"NH","grooming","hair salon","1","0","0","11908"
"NH","gvt_building","post_office","0","0","1","576"
"NH","gvt_building","post_office","0","1","0","1721"
"NH","gvt_building","post_office","1","0","0","10766"
"NH","health","eye_care","0","0","1","399"
"NH","health","eye_care","0","1","0","1328"
"NH","health","eye_care","1","0","0","5743"
"NH","health","pharmacy","0","0","1","3507"
"NH","health","pharmacy","0","1","0","9141"
"NH","health","pharmacy","1","0","0","30351"
"NH","health_fitness","gym","0","0","1","438"
"NH","health_fitness","gym","0","1","0","972"
"NH","health_fitness","gym","1","0","0","5610"
"NH","personal_finance","banking","0","0","1","3057"
"NH","personal_finance","banking","0","1","0","3868"
"NH","personal_finance","banking","1","0","0","14768"
"NH","shopping","cell_phone_store","0","0","1","668"
"NH","shopping","cell_phone_store","0","1","0","2470"
"NH","shopping","cell_phone_store","1","0","0","13320"
"NH","shopping","clothing_store","0","0","1","221"
"NH","shopping","clothing_store","0","1","0","925"
"NH","shopping","clothing_store","1","0","0","6281"
"NH","shopping","convenience_store","0","0","1","622"
"NH","shopping","convenience_store","0","1","0","2134"
"NH","shopping","convenience_store","1","0","0","12138"
"NH","shopping","department_store","0","0","1","1844"
"NH","shopping","department_store","0","1","0","5365"
"NH","shopping","department_store","1","0","0","19759"
"NH","shopping","electronics_store","0","0","1","394"
"NH","shopping","electronics_store","0","1","0","1556"
"NH","shopping","electronics_store","1","0","0","8620"
"NH","shopping","furniture_store","0","0","1","147"
"NH","shopping","furniture_store","0","1","0","521"
"NH","shopping","furniture_store","1","0","0","3454"
"NH","shopping","grocery_or_supermarket","0","0","1","151"
"NH","shopping","grocery_or_supermarket","0","1","0","597"
"NH","shopping","grocery_or_supermarket","1","0","0","3021"
"NH","shopping","hardware_store","0","0","1","1117"
"NH","shopping","hardware_store","0","1","0","3463"
"NH","shopping","hardware_store","1","0","0","13656"
"NH","shopping","home_goods_store","0","0","1","686"
"NH","shopping","home_goods_store","0","1","0","1989"
"NH","shopping","home_goods_store","1","0","0","9991"
"NH","shopping","jewelry_store","0","0","1","220"
"NH","shopping","jewelry_store","0","1","0","928"
"NH","shopping","jewelry_store","1","0","0","5313"
"NH","shopping","shoe_store","0","0","1","232"
"NH","shopping","shoe_store","0","1","0","961"
"NH","shopping","shoe_store","1","0","0","5657"
"NH","shopping","shopping_mall","0","0","1","573"
"NH","shopping","shopping_mall","0","1","0","2032"
"NH","shopping","shopping_mall","1","0","0","10238"
"NH","shopping","sporting_goods","0","0","1","587"
"NH","shopping","sporting_goods","0","1","0","1919"
"NH","shopping","sporting_goods","1","0","0","8677"
"NH","travel","airport","0","0","1","705"
"NH","travel","airport","0","1","0","2203"
"NH","travel","airport","1","0","0","12653"
"NH","travel","lodging","0","0","1","517"
"NH","travel","lodging","0","1","0","2100"
"NH","travel","lodging","1","0","0","9520"
"NJ","automotive","auto_intender","0","0","1","552"
"NJ","automotive","auto_intender","0","1","0","1165"
"NJ","automotive","auto_intender","1","0","0","5509"
"NJ","automotive","auto_repair","0","0","1","1241"
"NJ","automotive","auto_repair","0","1","0","3926"
"NJ","automotive","auto_repair","1","0","0","25587"
"NJ","automotive","gas_station","0","0","1","3186"
"NJ","automotive","gas_station","0","1","0","11900"
"NJ","automotive","gas_station","1","0","0","70129"
"NJ","education","university","0","0","1","395"
"NJ","education","university","0","1","0","871"
"NJ","education","university","1","0","0","3902"
"NJ","food_drink","cafe","0","0","1","3128"
"NJ","food_drink","cafe","0","1","0","8706"
"NJ","food_drink","cafe","1","0","0","33367"
"NJ","food_drink","casual_dining","0","0","1","4158"
"NJ","food_drink","casual_dining","0","1","0","13838"
"NJ","food_drink","casual_dining","1","0","0","72575"
"NJ","food_drink","quick_service","0","0","1","18174"
"NJ","food_drink","quick_service","0","1","0","53095"
"NJ","food_drink","quick_service","1","0","0","208394"
"NJ","grooming","hair salon","0","0","1","2312"
"NJ","grooming","hair salon","0","1","0","7078"
"NJ","grooming","hair salon","1","0","0","32864"
"NJ","gvt_building","post_office","0","0","1","4589"
"NJ","gvt_building","post_office","0","1","0","12067"
"NJ","gvt_building","post_office","1","0","0","53436"
"NJ","health","eye_care","0","0","1","1996"
"NJ","health","eye_care","0","1","0","6303"
"NJ","health","eye_care","1","0","0","28731"
"NJ","health","pharmacy","0","0","1","36438"
"NJ","health","pharmacy","0","1","0","74045"
"NJ","health","pharmacy","1","0","0","231092"
"NJ","health_fitness","gym","0","0","1","5203"
"NJ","health_fitness","gym","0","1","0","10561"
"NJ","health_fitness","gym","1","0","0","49099"
"NJ","personal_finance","banking","0","0","1","6218"
"NJ","personal_finance","banking","0","1","0","19280"
"NJ","personal_finance","banking","1","0","0","96617"
"NJ","shopping","cell_phone_store","0","0","1","7943"
"NJ","shopping","cell_phone_store","0","1","0","22828"
"NJ","shopping","cell_phone_store","1","0","0","95810"
"NJ","shopping","clothing_store","0","0","1","2321"
"NJ","shopping","clothing_store","0","1","0","8649"
"NJ","shopping","clothing_store","1","0","0","43289"
"NJ","shopping","convenience_store","0","0","1","8170"
"NJ","shopping","convenience_store","0","1","0","23146"
"NJ","shopping","convenience_store","1","0","0","97289"
"NJ","shopping","department_store","0","0","1","8242"
"NJ","shopping","department_store","0","1","0","25495"
"NJ","shopping","department_store","1","0","0","97036"
"NJ","shopping","electronics_store","0","0","1","3461"
"NJ","shopping","electronics_store","0","1","0","10729"
"NJ","shopping","electronics_store","1","0","0","50050"
"NJ","shopping","furniture_store","0","0","1","7147"
"NJ","shopping","furniture_store","0","1","0","14352"
"NJ","shopping","furniture_store","1","0","0","50032"
"NJ","shopping","grocery_or_supermarket","0","0","1","3639"
"NJ","shopping","grocery_or_supermarket","0","1","0","9935"
"NJ","shopping","grocery_or_supermarket","1","0","0","43941"
"NJ","shopping","hardware_store","0","0","1","7100"
"NJ","shopping","hardware_store","0","1","0","18958"
"NJ","shopping","hardware_store","1","0","0","65872"
"NJ","shopping","home_goods_store","0","0","1","2177"
"NJ","shopping","home_goods_store","0","1","0","6872"
"NJ","shopping","home_goods_store","1","0","0","35339"
"NJ","shopping","jewelry_store","0","0","1","2304"
"NJ","shopping","jewelry_store","0","1","0","7862"
"NJ","shopping","jewelry_store","1","0","0","36473"
"NJ","shopping","shoe_store","0","0","1","10333"
"NJ","shopping","shoe_store","0","1","0","24967"
"NJ","shopping","shoe_store","1","0","0","93900"
"NJ","shopping","shopping_mall","0","0","1","5889"
"NJ","shopping","shopping_mall","0","1","0","17509"
"NJ","shopping","shopping_mall","1","0","0","72873"
"NJ","shopping","sporting_goods","0","0","1","8120"
"NJ","shopping","sporting_goods","0","1","0","17250"
"NJ","shopping","sporting_goods","1","0","0","60720"
"NJ","sports","golf_course","0","0","1","453"
"NJ","sports","golf_course","0","1","0","651"
"NJ","sports","golf_course","1","0","0","1957"
"NJ","travel","airport","0","0","1","6616"
"NJ","travel","airport","0","1","0","19225"
"NJ","travel","airport","1","0","0","83825"
"NJ","travel","lodging","0","0","1","4293"
"NJ","travel","lodging","0","1","0","13712"
"NJ","travel","lodging","1","0","0","64628"
